Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
07/30/2020,2,Hartford,12645,12008,637,1416,12,1412,1093,319
07/30/2020,3,Litchfield,1597,1534,63,882,3,138,117,21
07/30/2020,4,Middlesex,1377,1316,61,846,5,191,153,38
07/30/2020,5,New Haven,13041,12636,405,1521,19,1101,951,150
07/30/2020,6,New London,1402,1339,63,526,2,103,77,26
07/30/2020,7,Tolland,1019,957,62,675,0,66,52,14
07/30/2020,8,Windham,693,685,8,592,0,15,14,1
08/02/2020,1,Fairfield,17870,17217,653,1893,13,1408,1096,312
08/02/2020,2,Hartford,12701,12061,640,1423,13,1412,1092,320
08/02/2020,3,Litchfield,1598,1535,63,882,1,138,117,21
08/02/2020,4,Middlesex,1388,1327,61,853,3,191,153,38
08/02/2020,5,New Haven,13086,12677,409,1526,23,1104,954,150
08/02/2020,6,New London,1414,1351,63,530,2,103,77,26
08/02/2020,7,Tolland,1050,989,61,696,0,66,52,14
08/02/2020,8,Windham,712,703,9,608,1,15,14,1
08/03/2020,1,Fairfield,17876,17223,653,1894,15,1408,1096,312
08/03/2020,2,Hartford,12711,12071,640,1424,14,1412,1092,320
08/03/2020,3,Litchfield,1600,1537,63,883,1,138,117,21
08/03/2020,4,Middlesex,1391,1330,61,855,4,191,153,38
08/03/2020,5,New Haven,13100,12692,408,1527,23,1104,954,150
08/03/2020,6,New London,1421,1358,63,533,2,103,77,26
08/03/2020,7,Tolland,1053,992,61,698,0,66,52,14
08/03/2020,8,Windham,716,707,9,612,1,15,14,1
08/04/2020,1,Fairfield,17912,17257,655,1898,9,1408,1096,312
08/04/2020,2,Hartford,12733,12094,639,1426,18,1412,1092,320
08/04/2020,3,Litchfield,1606,1543,63,887,1,138,117,21
08/04/2020,4,Middlesex,1396,1335,61,858,4,191,153,38
08/04/2020,5,New Haven,13118,12711,407,1530,21,1104,954,150
08/04/2020,6,New London,1428,1366,62,535,5,103,77,26
08/04/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/04/2020,8,Windham,722,713,9,617,1,15,14,1
08/05/2020,1,Fairfield,17926,17270,656,1899,14,1406,1094,312
08/05/2020,2,Hartford,12745,12104,641,1428,20,1414,1094,320
08/05/2020,3,Litchfield,1607,1544,63,887,1,138,117,21
08/05/2020,4,Middlesex,1395,1334,61,858,7,191,153,38
08/05/2020,5,New Haven,13128,12719,409,1531,20,1104,954,150
08/05/2020,6,New London,1431,1369,62,536,4,103,77,26
08/05/2020,7,Tolland,1055,994,61,699,0,66,52,14
08/05/2020,8,Windham,724,715,9,619,0,15,14,1
08/06/2020,1,Fairfield,17956,17301,655,1902,12,1408,1096,312
08/06/2020,2,Hartford,12761,12119,642,1429,18,1415,1094,321
08/06/2020,3,Litchfield,1610,1547,63,889,1,138,117,21
08/06/2020,4,Middlesex,1396,1335,61,858,6,192,154,38
08/06/2020,5,New Haven,13145,12733,412,1533,22,1104,954,150
08/06/2020,6,New London,1433,1371,62,537,6,103,77,26
08/06/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/06/2020,8,Windham,726,717,9,620,0,15,14,1
08/09/2020,1,Fairfield,18035,17376,659,1911,21,1409,1097,312
08/09/2020,2,Hartford,12800,12155,645,1434,13,1415,1094,321
08/09/2020,3,Litchfield,1615,1550,65,892,1,138,117,21
08/09/2020,4,Middlesex,1405,1343,62,864,10,192,154,38
08/09/2020,5,New Haven,13224,12807,417,1542,17,1106,955,151
08/09/2020,6,New London,1457,1395,62,546,2,103,77,26
08/09/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/09/2020,8,Windham,738,729,9,631,0,15,14,1
08/10/2020,1,Fairfield,18081,17421,660,1916,24,1409,1097,312
08/10/2020,2,Hartford,12826,12183,643,1437,14,1415,1095,320
08/10/2020,3,Litchfield,1618,1553,65,893,1,138,117,21
08/10/2020,4,Middlesex,1408,1346,62,865,8,192,154,38
08/10/2020,5,New Haven,13240,12821,419,1544,20,1106,955,151
08/10/2020,6,New London,1467,1403,64,550,3,103,77,26
08/10/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/10/2020,8,Windham,745,735,10,637,0,15,14,1
08/11/2020,1,Fairfield,18088,17427,661,1916,18,1410,1098,312
08/11/2020,2,Hartford,12830,12184,646,1437,15,1416,1096,320
08/11/2020,3,Litchfield,1617,1552,65,893,0,139,118,21
08/11/2020,4,Middlesex,1408,1345,63,865,8,192,154,38
08/11/2020,5,New Haven,13254,12834,420,1545,14,1109,957,152
08/11/2020,6,New London,1469,1404,65,551,3,104,78,26
08/11/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/11/2020,8,Windham,748,738,10,639,0,15,14,1
08/12/2020,1,Fairfield,18126,17461,665,1920,21,1410,1098,312
08/12/2020,2,Hartford,12855,12207,648,1440,16,1416,1096,320
08/12/2020,3,Litchfield,1620,1554,66,894,0,139,118,21
08/12/2020,4,Middlesex,1411,1348,63,867,8,192,154,38
08/12/2020,5,New Haven,13272,12852,420,1548,16,1109,957,152
08/12/2020,6,New London,1475,1410,65,553,2,104,78,26
08/12/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/12/2020,8,Windham,751,741,10,642,0,15,14,1
08/13/2020,1,Fairfield,18160,17494,666,1924,17,1410,1098,312
08/13/2020,2,Hartford,12871,12221,650,1442,14,1419,1099,320
08/13/2020,3,Litchfield,1632,1565,67,901,0,139,118,21
08/13/2020,4,Middlesex,1414,1351,63,869,6,192,154,38
08/13/2020,5,New Haven,13316,12896,420,1553,17,1109,957,152
08/13/2020,6,New London,1477,1414,63,554,2,104,78,26
08/13/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/13/2020,8,Windham,755,745,10,645,0,15,14,1
08/16/2020,1,Fairfield,18317,17648,669,1941,11,1411,1099,312
08/16/2020,2,Hartford,12956,12308,648,1451,7,1420,1100,320
08/16/2020,3,Litchfield,1637,1570,67,904,0,139,118,21
08/16/2020,4,Middlesex,1425,1363,62,876,4,192,154,38
08/16/2020,5,New Haven,13378,12956,422,1560,18,1109,957,152
08/16/2020,6,New London,1499,1433,66,562,2,105,79,26
08/16/2020,7,Tolland,1059,997,62,702,0,65,51,14
08/16/2020,8,Windham,762,752,10,651,0,15,14,1
08/17/2020,1,Fairfield,18322,17650,672,1941,14,1411,1098,313
08/17/2020,2,Hartford,12949,12301,648,1451,9,1420,1100,320
08/17/2020,3,Litchfield,1636,1569,67,903,0,139,118,21
08/17/2020,4,Middlesex,1424,1362,62,875,4,192,154,38
08/17/2020,5,New Haven,13376,12954,422,1560,18,1109,957,152
08/17/2020,6,New London,1497,1431,66,561,2,105,79,26
08/17/2020,7,Tolland,1075,1013,62,712,0,65,51,14
08/17/2020,8,Windham,762,752,10,651,0,15,14,1
08/18/2020,1,Fairfield,18347,17671,676,1944,12,1410,1097,313
08/18/2020,2,Hartford,12956,12308,648,1451,9,1419,1100,319
08/18/2020,3,Litchfield,1638,1570,68,904,0,139,118,21
08/18/2020,4,Middlesex,1425,1363,62,876,4,192,154,38
08/18/2020,5,New Haven,13388,12965,423,1561,21,1111,959,152
08/18/2020,6,New London,1499,1433,66,562,3,106,79,27
08/18/2020,7,Tolland,1081,1019,62,716,0,65,51,14
08/18/2020,8,Windham,767,757,10,655,0,15,14,1
08/19/2020,1,Fairfield,18401,17722,679,1950,11,1410,1097,313
08/19/2020,2,Hartford,12978,12330,648,1454,9,1420,1100,320
08/19/2020,3,Litchfield,1642,1573,69,907,0,139,118,21
08/19/2020,4,Middlesex,1425,1363,62,876,5,192,154,38
08/19/2020,5,New Haven,13422,12999,423,1565,20,1111,959,152
08/19/2020,6,New London,1503,1437,66,563,2,106,79,27
08/19/2020,7,Tolland,1082,1019,63,717,0,65,51,14
08/19/2020,8,Windham,767,757,10,655,0,15,14,1
08/20/2020,1,Fairfield,18434,17749,685,1953,12,1411,1098,313
08/20/2020,2,Hartford,13002,12355,647,1456,14,1422,1102,320
08/20/2020,3,Litchfield,1645,1576,69,908,0,139,118,21
08/20/2020,4,Middlesex,1426,1364,62,877,5,192,154,38
08/20/2020,5,New Haven,13442,13013,429,1567,20,1111,959,152
08/20/2020,6,New London,1505,1438,67,564,3,105,78,27
08/20/2020,7,Tolland,1083,1020,63,718,0,65,51,14
08/20/2020,8,Windham,768,758,10,656,0,15,14,1
08/23/2020,1,Fairfield,18605,17899,706,1971,12,1411,1098,313
08/23/2020,2,Hartford,13180,12532,648,1476,14,1422,1102,320
08/23/2020,3,Litchfield,1658,1588,70,915,0,139,118,21
08/23/2020,4,Middlesex,1434,1371,63,881,5,192,154,38
08/23/2020,5,New Haven,13518,13083,435,1576,22,1111,959,152
08/23/2020,6,New London,1517,1450,67,569,4,105,78,27
08/23/2020,7,Tolland,1085,1023,62,719,0,65,51,14
08/23/2020,8,Windham,780,770,10,667,0,15,14,1
08/24/2020,1,Fairfield,18622,17916,706,1973,15,1412,1099,313
08/24/2020,2,Hartford,13184,12538,646,1477,15,1424,1105,319
08/24/2020,3,Litchfield,1658,1588,70,915,0,139,118,21
08/24/2020,4,Middlesex,1436,1373,63,883,5,192,154,38
08/24/2020,5,New Haven,13524,13091,433,1577,20,1110,960,150
08/24/2020,6,New London,1520,1453,67,570,4,106,79,27
08/24/2020,7,Tolland,1090,1028,62,722,0,65,51,14
08/24/2020,8,Windham,780,770,10,667,0,15,14,1
08/25/2020,1,Fairfield,18667,17955,712,1978,16,1413,1099,314
08/25/2020,2,Hartford,13273,12627,646,1487,15,1424,1105,319
08/25/2020,3,Litchfield,1662,1590,72,918,0,139,118,21
08/25/2020,4,Middlesex,1437,1374,63,883,4,192,154,38
08/25/2020,5,New Haven,13556,13118,438,1581,19,1109,959,150
08/25/2020,6,New London,1526,1458,68,572,3,106,79,27
08/25/2020,7,Tolland,1093,1027,66,724,0,65,51,14
08/25/2020,8,Windham,785,775,10,671,0,15,14,1
08/26/2020,1,Fairfield,18721,18005,716,1984,15,1413,1099,314
08/26/2020,2,Hartford,13307,12660,647,1491,14,1426,1105,321
08/26/2020,3,Litchfield,1673,1600,73,924,0,139,118,21
08/26/2020,4,Middlesex,1438,1375,63,884,2,192,154,38
08/26/2020,5,New Haven,13584,13143,441,1584,21,1109,959,150
08/26/2020,6,New London,1526,1459,67,572,4,106,79,27
08/26/2020,7,Tolland,1112,1045,67,737,0,65,51,14
08/26/2020,8,Windham,785,775,10,671,0,15,14,1
08/27/2020,1,Fairfield,18774,18049,725,1989,14,1413,1099,314
08/27/2020,2,Hartford,13392,12739,653,1500,17,1426,1105,321
08/27/2020,3,Litchfield,1688,1614,74,932,1,139,118,21
08/27/2020,4,Middlesex,1446,1382,64,889,2,192,154,38
08/27/2020,5,New Haven,13622,13177,445,1588,22,1109,959,150
08/27/2020,6,New London,1554,1486,68,582,3,106,79,27
08/27/2020,7,Tolland,1126,1059,67,746,0,65,51,14
08/27/2020,8,Windham,789,779,10,674,1,15,14,1
08/30/2020,1,Fairfield,18903,18165,738,2003,14,1414,1100,314
08/30/2020,2,Hartford,13504,12845,659,1513,13,1425,1104,321
08/30/2020,3,Litchfield,1709,1636,73,944,1,138,118,20
08/30/2020,4,Middlesex,1455,1391,64,894,4,192,154,38
08/30/2020,5,New Haven,13675,13230,445,1595,16,1109,959,150
08/30/2020,6,New London,1577,1509,68,591,4,107,80,27
08/30/2020,7,Tolland,1145,1078,67,759,0,65,51,14
08/30/2020,8,Windham,801,791,10,684,0,15,14,1
08/31/2020,1,Fairfield,18939,18204,735,2007,13,1415,1101,314
08/31/2020,2,Hartford,13529,12870,659,1516,15,1425,1104,321
08/31/2020,3,Litchfield,1713,1640,73,946,1,138,118,20
08/31/2020,4,Middlesex,1466,1402,64,901,5,192,154,38
08/31/2020,5,New Haven,13711,13266,445,1599,17,1109,959,150
08/31/2020,6,New London,1587,1519,68,595,4,107,80,27
08/31/2020,7,Tolland,1147,1080,67,760,0,65,51,14
08/31/2020,8,Windham,807,797,10,690,1,15,14,1
09/01/2020,1,Fairfield,18965,18229,736,2009,16,1415,1101,314
09/01/2020,2,Hartford,13561,12901,660,1519,14,1426,1105,321
09/01/2020,3,Litchfield,1717,1644,73,948,2,138,118,20
09/01/2020,4,Middlesex,1469,1405,64,903,5,192,154,38
09/01/2020,5,New Haven,13736,13288,448,1602,22,1109,959,150
09/01/2020,6,New London,1590,1522,68,596,6,107,80,27
09/01/2020,7,Tolland,1153,1085,68,764,0,65,51,14
09/01/2020,8,Windham,810,800,10,692,0,15,14,1
09/02/2020,1,Fairfield,18995,18257,738,2013,16,1415,1101,314
09/02/2020,2,Hartford,13598,12938,660,1523,16,1426,1105,321
09/02/2020,3,Litchfield,1721,1648,73,950,3,139,119,20
09/02/2020,4,Middlesex,1469,1405,64,903,5,192,154,38
09/02/2020,5,New Haven,13763,13314,449,1605,18,1109,959,150
09/02/2020,6,New London,1598,1530,68,599,7,107,80,27
09/02/2020,7,Tolland,1158,1089,69,767,0,65,51,14
09/02/2020,8,Windham,810,800,10,692,0,15,14,1
09/03/2020,1,Fairfield,19031,18292,739,2016,14,1415,1101,314
09/03/2020,2,Hartford,13635,12972,663,1527,15,1426,1105,321
09/03/2020,3,Litchfield,1728,1654,74,954,2,139,119,20
09/03/2020,4,Middlesex,1484,1419,65,912,6,192,154,38
09/03/2020,5,New Haven,13793,13339,454,1608,14,1109,959,150
09/03/2020,6,New London,1620,1552,68,607,7,107,80,27
09/03/2020,7,Tolland,1161,1092,69,769,0,65,51,14
09/03/2020,8,Windham,813,803,10,695,0,15,14,1
09/07/2020,1,Fairfield,19135,18385,750,2027,8,1417,1103,314
09/07/2020,2,Hartford,13771,13099,672,1543,16,1428,1107,321
09/07/2020,3,Litchfield,1751,1673,78,967,4,139,119,20
09/07/2020,4,Middlesex,1496,1431,65,920,2,193,155,38
09/07/2020,5,New Haven,13858,13390,468,1616,14,1109,959,150
09/07/2020,6,New London,1643,1575,68,616,6,108,81,27
09/07/2020,7,Tolland,1191,1118,73,789,0,65,51,14
09/07/2020,8,Windham,825,815,10,705,0,15,14,1
09/08/2020,1,Fairfield,19159,18405,754,2030,9,1417,1103,314
09/08/2020,2,Hartford,13796,13123,673,1545,20,1428,1107,321
09/08/2020,3,Litchfield,1752,1673,79,967,5,139,119,20
09/08/2020,4,Middlesex,1499,1434,65,921,2,193,155,38
09/08/2020,5,New Haven,13877,13407,470,1618,15,1109,959,150
09/08/2020,6,New London,1649,1581,68,618,6,108,81,27
09/08/2020,7,Tolland,1200,1118,82,795,0,65,51,14
09/08/2020,8,Windham,828,818,10,708,0,15,14,1
09/09/2020,1,Fairfield,19260,18495,765,2041,9,1417,1103,314
09/09/2020,2,Hartford,13853,13186,667,1552,15,1430,1109,321
09/09/2020,3,Litchfield,1763,1684,79,973,5,139,119,20
09/09/2020,4,Middlesex,1505,1440,65,925,1,193,155,38
09/09/2020,5,New Haven,13917,13445,472,1623,14,1110,960,150
09/09/2020,6,New London,1649,1581,68,618,8,109,82,27
09/09/2020,7,Tolland,1215,1128,87,805,0,65,51,14
09/09/2020,8,Windham,828,818,10,708,0,15,14,1
09/10/2020,1,Fairfield,19360,18589,771,2051,11,1418,1104,314
09/10/2020,2,Hartford,13886,13220,666,1556,16,1430,1109,321
09/10/2020,3,Litchfield,1773,1692,81,979,4,139,119,20
09/10/2020,4,Middlesex,1512,1447,65,929,1,193,155,38
09/10/2020,5,New Haven,13961,13486,475,1628,13,1110,960,150
09/10/2020,6,New London,1651,1583,68,619,6,110,83,27
09/10/2020,7,Tolland,1232,1140,92,816,0,65,51,14
09/10/2020,8,Windham,844,834,10,721,0,15,14,1
09/13/2020,1,Fairfield,19518,18739,779,2068,15,1419,1105,314
09/13/2020,2,Hartford,14060,13389,671,1575,22,1431,1109,322
09/13/2020,3,Litchfield,1793,1708,85,990,3,140,119,21
09/13/2020,4,Middlesex,1524,1456,68,937,2,193,154,39
09/13/2020,5,New Haven,14059,13574,485,1639,16,1111,955,156
09/13/2020,6,New London,1677,1608,69,629,5,111,83,28
09/13/2020,7,Tolland,1270,1171,99,841,0,65,51,14
09/13/2020,8,Windham,868,858,10,742,1,15,14,1
09/14/2020,1,Fairfield,19558,18782,776,2072,12,1419,1105,314
09/14/2020,2,Hartford,14099,13429,670,1579,28,1431,1109,322
09/14/2020,3,Litchfield,1798,1715,83,993,2,140,119,21
09/14/2020,4,Middlesex,1527,1459,68,939,2,193,154,39
09/14/2020,5,New Haven,14082,13596,486,1642,22,1111,955,156
09/14/2020,6,New London,1682,1613,69,630,4,111,83,28
09/14/2020,7,Tolland,1281,1185,96,849,0,65,51,14
09/14/2020,8,Windham,878,868,10,750,1,15,14,1
09/15/2020,1,Fairfield,19611,18826,785,2078,10,1419,1105,314
09/15/2020,2,Hartford,14130,13456,674,1583,29,1433,1111,322
09/15/2020,3,Litchfield,1804,1717,87,996,2,140,119,21
09/15/2020,4,Middlesex,1531,1462,69,941,3,193,154,39
09/15/2020,5,New Haven,14102,13612,490,1644,21,1111,955,156
09/15/2020,6,New London,1689,1620,69,633,4,111,83,28
09/15/2020,7,Tolland,1283,1185,98,850,0,65,51,14
09/15/2020,8,Windham,884,874,10,755,1,15,14,1
09/16/2020,1,Fairfield,19678,18892,786,2085,16,1419,1105,314
09/16/2020,2,Hartford,14205,13528,677,1591,27,1434,1112,322
09/16/2020,3,Litchfield,1815,1727,88,1002,2,140,119,21
09/16/2020,4,Middlesex,1537,1468,69,945,4,193,154,39
09/16/2020,5,New Haven,14145,13651,494,1649,21,1111,955,156
09/16/2020,6,New London,1705,1635,70,639,4,111,83,28
09/16/2020,7,Tolland,1289,1189,100,854,0,65,51,14
09/16/2020,8,Windham,890,880,10,761,1,15,14,1
09/17/2020,1,Fairfield,19716,18927,789,2089,17,1420,1106,314
09/17/2020,2,Hartford,14253,13576,677,1597,27,1434,1112,322
09/17/2020,3,Litchfield,1822,1733,89,1006,1,140,119,21
09/17/2020,4,Middlesex,1542,1472,70,948,4,193,154,39
09/17/2020,5,New Haven,14164,13667,497,1652,25,1111,955,156
09/17/2020,6,New London,1717,1646,71,644,2,114,86,28
09/17/2020,7,Tolland,1293,1192,101,857,0,65,51,14
09/17/2020,8,Windham,899,889,10,768,1,15,14,1
09/20/2020,1,Fairfield,19848,19053,795,2103,16,1420,1106,314
09/20/2020,2,Hartford,14370,13691,679,1610,21,1434,1112,322
09/20/2020,3,Litchfield,1841,1750,91,1017,1,140,119,21
09/20/2020,4,Middlesex,1552,1483,69,954,2,193,154,39
09/20/2020,5,New Haven,14261,13761,500,1663,21,1112,956,156
09/20/2020,6,New London,1774,1701,73,665,4,114,86,28
09/20/2020,7,Tolland,1312,1202,110,869,0,66,52,14
09/20/2020,8,Windham,924,913,11,790,3,15,14,1
09/21/2020,1,Fairfield,19891,19093,798,2107,17,1421,1107,314
09/21/2020,2,Hartford,14414,13729,685,1615,22,1434,1112,322
09/21/2020,3,Litchfield,1845,1754,91,1019,1,140,119,21
09/21/2020,4,Middlesex,1556,1487,69,956,2,193,154,39
09/21/2020,5,New Haven,14278,13777,501,1665,17,1113,957,156
09/21/2020,6,New London,1782,1709,73,668,8,114,86,28
09/21/2020,7,Tolland,1323,1209,114,877,0,66,52,14
09/21/2020,8,Windham,934,923,11,798,3,15,14,1
09/22/2020,1,Fairfield,19949,19147,802,2114,17,1421,1107,314
09/22/2020,2,Hartford,14456,13775,681,1619,26,1434,1112,322
09/22/2020,3,Litchfield,1849,1758,91,1021,1,140,119,21
09/22/2020,4,Middlesex,1560,1491,69,959,3,193,154,39
09/22/2020,5,New Haven,14294,13792,502,1667,14,1114,957,157
09/22/2020,6,New London,1803,1730,73,676,9,114,86,28
09/22/2020,7,Tolland,1328,1215,113,880,0,66,52,14
09/22/2020,8,Windham,941,930,11,804,3,15,14,1
09/23/2020,1,Fairfield,19985,19178,807,2117,14,1421,1107,314
09/23/2020,2,Hartford,14506,13821,685,1625,28,1434,1112,322
09/23/2020,3,Litchfield,1856,1763,93,1025,0,141,120,21
09/23/2020,4,Middlesex,1564,1495,69,961,1,193,154,39
09/23/2020,5,New Haven,14319,13816,503,1670,14,1115,958,157
09/23/2020,6,New London,1830,1756,74,686,11,114,86,28
09/23/2020,7,Tolland,1334,1221,113,884,0,66,52,14
09/23/2020,8,Windham,948,937,11,810,4,15,14,1
09/24/2020,1,Fairfield,20015,19205,810,2121,15,1422,1108,314
09/24/2020,2,Hartford,14539,13854,685,1629,30,1434,1112,322
09/24/2020,3,Litchfield,1857,1764,93,1025,0,141,120,21
09/24/2020,4,Middlesex,1566,1497,69,963,2,193,154,39
09/24/2020,5,New Haven,14340,13830,510,1672,14,1115,958,157
09/24/2020,6,New London,1843,1769,74,691,11,114,86,28
09/24/2020,7,Tolland,1337,1223,114,886,0,67,52,15
09/24/2020,8,Windham,958,946,12,819,4,15,14,1
09/27/2020,1,Fairfield,20141,19324,817,2134,16,1422,1108,314
09/27/2020,2,Hartford,14670,13981,689,1643,25,1434,1112,322
09/27/2020,3,Litchfield,1872,1777,95,1034,0,141,120,21
09/27/2020,4,Middlesex,1583,1511,72,973,3,193,154,39
09/27/2020,5,New Haven,14434,13907,527,1683,16,1115,958,157
09/27/2020,6,New London,1959,1882,77,734,14,115,87,28
09/27/2020,7,Tolland,1356,1245,111,898,0,67,52,15
09/27/2020,8,Windham,985,973,12,842,1,16,15,1
09/28/2020,1,Fairfield,20190,19370,820,2139,20,1422,1108,314
09/28/2020,2,Hartford,14737,14045,692,1651,31,1436,1114,322
09/28/2020,3,Litchfield,1874,1779,95,1035,0,141,120,21
09/28/2020,4,Middlesex,1588,1516,72,976,5,193,154,39
09/28/2020,5,New Haven,14451,13923,528,1685,21,1115,958,157
09/28/2020,6,New London,1994,1917,77,747,13,115,87,28
09/28/2020,7,Tolland,1359,1249,110,900,0,67,52,15
09/28/2020,8,Windham,990,978,12,846,2,16,15,1
09/29/2020,1,Fairfield,20225,19403,822,2143,23,1422,1108,314
09/29/2020,2,Hartford,14801,14107,694,1658,38,1437,1115,322
09/29/2020,3,Litchfield,1884,1785,99,1040,1,141,120,21
09/29/2020,4,Middlesex,1599,1526,73,983,5,193,154,39
09/29/2020,5,New Haven,14477,13947,530,1688,19,1115,958,157
09/29/2020,6,New London,2053,1976,77,770,16,117,88,29
09/29/2020,7,Tolland,1363,1253,110,903,0,67,52,15
09/29/2020,8,Windham,997,985,12,852,2,16,15,1
09/30/2020,1,Fairfield,20264,19436,828,2147,20,1422,1108,314
09/30/2020,2,Hartford,14874,14175,699,1666,39,1439,1117,322
09/30/2020,3,Litchfield,1890,1791,99,1044,2,141,120,21
09/30/2020,4,Middlesex,1604,1531,73,986,5,193,154,39
09/30/2020,5,New Haven,14520,13987,533,1693,24,1115,958,157
09/30/2020,6,New London,2087,2009,78,782,15,118,89,29
09/30/2020,7,Tolland,1370,1260,110,908,0,67,52,15
09/30/2020,8,Windham,1004,992,12,858,2,16,15,1
10/01/2020,1,Fairfield,20400,19574,826,2161,22,1423,1109,314
10/01/2020,2,Hartford,14989,14293,696,1679,41,1439,1117,322
10/01/2020,3,Litchfield,1899,1802,97,1049,2,141,120,21
10/01/2020,4,Middlesex,1614,1541,73,992,3,193,154,39
10/01/2020,5,New Haven,14583,14044,539,1700,23,1115,958,157
10/01/2020,6,New London,2206,2126,80,827,17,119,89,30
10/01/2020,7,Tolland,1449,1342,107,960,0,67,52,15
10/01/2020,8,Windham,1025,1013,12,876,2,16,15,1
10/04/2020,1,Fairfield,20587,19770,817,2181,25,1423,1110,313
10/04/2020,2,Hartford,15235,14542,693,1707,41,1440,1118,322
10/04/2020,3,Litchfield,1921,1832,89,1061,3,141,120,21
10/04/2020,4,Middlesex,1627,1554,73,1000,4,193,154,39
10/04/2020,5,New Haven,14715,14180,535,1716,28,1115,958,157
10/04/2020,6,New London,2349,2268,81,880,26,122,92,30
10/04/2020,7,Tolland,1473,1365,108,976,0,67,52,15
10/04/2020,8,Windham,1056,1044,12,902,2,16,15,1
10/05/2020,1,Fairfield,20587,19768,819,2181,26,1425,1112,313
10/05/2020,2,Hartford,15272,14583,689,1711,38,1440,1118,322
10/05/2020,3,Litchfield,1911,1823,88,1055,2,141,120,21
10/05/2020,4,Middlesex,1631,1560,71,1003,4,193,154,39
10/05/2020,5,New Haven,14722,14184,538,1717,30,1115,958,157
10/05/2020,6,New London,2413,2331,82,904,27,124,94,30
10/05/2020,7,Tolland,1477,1370,107,979,0,67,52,15
10/05/2020,8,Windham,1072,1059,13,916,2,16,15,1
10/06/2020,1,Fairfield,20612,19792,820,2184,25,1425,1112,313
10/06/2020,2,Hartford,15341,14657,684,1719,44,1440,1118,322
10/06/2020,3,Litchfield,1915,1827,88,1057,1,141,120,21
10/06/2020,4,Middlesex,1635,1564,71,1005,6,193,154,39
10/06/2020,5,New Haven,14749,14212,537,1720,32,1115,958,157
10/06/2020,6,New London,2426,2344,82,909,28,124,94,30
10/06/2020,7,Tolland,1484,1377,107,983,0,67,52,15
10/06/2020,8,Windham,1079,1066,13,922,2,17,16,1
10/07/2020,1,Fairfield,20701,19870,831,2193,24,1425,1112,313
10/07/2020,2,Hartford,15434,14748,686,1729,36,1442,1120,322
10/07/2020,3,Litchfield,1916,1829,87,1058,1,141,120,21
10/07/2020,4,Middlesex,1652,1582,70,1015,6,193,154,39
10/07/2020,5,New Haven,14830,14294,536,1729,31,1117,960,157
10/07/2020,6,New London,2515,2433,82,943,27,125,95,30
10/07/2020,7,Tolland,1494,1387,107,990,0,67,52,15
10/07/2020,8,Windham,1097,1084,13,937,3,17,16,1
10/08/2020,1,Fairfield,20752,19914,838,2199,35,1426,1112,314
10/08/2020,2,Hartford,15520,14828,692,1739,32,1442,1120,322
10/08/2020,3,Litchfield,1919,1832,87,1060,1,141,120,21
10/08/2020,4,Middlesex,1667,1596,71,1025,5,193,154,39
10/08/2020,5,New Haven,14877,14335,542,1735,31,1118,961,157
10/08/2020,6,New London,2570,2487,83,963,25,126,96,30
10/08/2020,7,Tolland,1502,1393,109,995,1,67,52,15
10/08/2020,8,Windham,1108,1095,13,947,4,17,16,1
10/11/2020,1,Fairfield,21052,20206,846,2231,42,1426,1112,314
10/11/2020,2,Hartford,15836,15132,704,1774,38,1443,1121,322
10/11/2020,3,Litchfield,1940,1850,90,1071,0,141,120,21
10/11/2020,4,Middlesex,1709,1638,71,1051,9,193,154,39
10/11/2020,5,New Haven,15164,14634,530,1768,36,1119,962,157
10/11/2020,6,New London,2837,2754,83,1063,25,126,96,30
10/11/2020,7,Tolland,1520,1411,109,1007,1,67,52,15
10/11/2020,8,Windham,1157,1142,15,989,4,17,16,1
10/12/2020,1,Fairfield,21104,20261,843,2236,45,1426,1112,314
10/12/2020,2,Hartford,15949,15240,709,1787,46,1443,1121,322
10/12/2020,3,Litchfield,1952,1861,91,1078,0,141,120,21
10/12/2020,4,Middlesex,1714,1643,71,1054,8,193,154,39
10/12/2020,5,New Haven,15223,14691,532,1775,44,1119,962,157
10/12/2020,6,New London,2905,2821,84,1089,25,127,97,30
10/12/2020,7,Tolland,1534,1423,111,1016,1,67,52,15
10/12/2020,8,Windham,1176,1161,15,1005,3,17,16,1
10/13/2020,1,Fairfield,21128,20279,849,2239,47,1427,1113,314
10/13/2020,2,Hartford,16010,15299,711,1793,57,1443,1121,322
10/13/2020,3,Litchfield,1956,1864,92,1080,0,142,121,21
10/13/2020,4,Middlesex,1720,1649,71,1057,7,193,154,39
10/13/2020,5,New Haven,15263,14726,537,1780,47,1119,962,157
10/13/2020,6,New London,2918,2831,87,1094,26,129,98,31
10/13/2020,7,Tolland,1535,1424,111,1017,1,67,52,15
10/13/2020,8,Windham,1183,1168,15,1011,3,17,16,1
10/14/2020,1,Fairfield,21183,20324,859,2244,48,1427,1113,314
